"seq","datelastmodified","institutioncode","collectioncode","catalognumber","basisofrecord","kingdom","phylum","class","ordem","family","genus","species","subspecies","scientificname","scientificnameauthor","identifiedby","yearidentified","monthidentified","dayidentified","typestatus","collector","collectornumber","fieldnumber","yearcollected","monthcollected","daycollected","julianday","timeofday","continentocean","country","stateprovince","county","locality","longitude","latitude","coordinateprecision","boundingbox","minimumelevation","maximumelevation","minimumdepth","maximumdepth","sex","preparationtype","individualcount","previouscatalognumber","relationshiptype","relatedcatalogitem","notes","barcode","geoflag"
54,2019-07-11 13:06:27,"ESALQ","ESA","64807","S","Plantae","Magnoliophyta",NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Soland.","Coffani-Nunes, J.V.",2007,"06","28",NA,"Souza, V.C.; Souza, J.P.; Forster, W.; Mazine, F.F.","23659",NA,2000,"02","22",NA,NA,NA,"Brasil","Espírito Santo","Alegre","BLOQUEADO",-41.5331001281738,-20.763599395752,26101,NA,970,970,NA,NA,NA,NA,NA,NA,NA,NA,"Epífita; brácteas róseas, flores \"passadas\"","ESA064807","auto"
55,2019-07-11 13:06:27,"ESALQ","ESA","43864","S","Plantae","Magnoliophyta",NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Solander","Joaquim Jr., G.O.",NA,NA,NA,NA,"Souza, V.C.; Leoni, L.S.; Souza, J.P.; Mazine, F.F.","12221",NA,1996,"09","03",NA,NA,NA,"Brasil","Minas Gerais","Alto Caparaó","BLOQUEADO",-41.8683013916016,-20.4333000183105,21645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Epífita; brácteas rosa-forte; botões róseos.","ESA043864","auto"
56,2019-07-11 13:06:27,"ESALQ","ESA","75557","S","Plantae","Magnoliophyta",NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Lindl.",NA,NA,NA,NA,NA,"Souza, F.M.; Duarte, A.R.; Sampaio, D.; Bernhardt, R.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Souza, J.P.; Ivanauskas, N.M.; Furlan, E.","114",NA,2001,"04","13",NA,NA,NA,"Brasil","São Paulo","São Paulo","BLOQUEADO",-46.6300010681152,-23.5400009155273,53584,NA,750,750,NA,NA,NA,NA,NA,NA,NA,NA,"Epífita, brácteas verdes, frutos imaturos verdes.","ESA075557","auto"
57,2019-07-11 13:03:00,"ESALQ","ESA","141969","S","Plantae",NA,NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol. ex Sims","Brito, T.R.O.",NA,NA,NA,NA,"T.B. Flores, P.E. Antonio, P.M.L.A. Santos, C.H. Almeida","2354",NA,2015,"11","29",NA,NA,NA,"Brasil","Rio de Janeiro","Paraty","Parque Nacional da Serra da Bocaina - Pedra da Macela - Transição entre campo de altitude e floresta - Beira da estrada.",-44.7131004333496,-23.2178001403809,34470,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Epífita, flores roxas.","ESA141969","auto"
58,2019-02-22 18:13:52,"ESALQ","ESA","83300","S","Plantae","Magnoliophyta",NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta",NA,"Matteo, B.C.",NA,NA,NA,NA,"Matteo, B.C. Santos, M.J.C.","449",NA,1999,"08","12",NA,NA,NA,"Brasil","São Paulo",NA,"BLOQUEADO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ESA083300",NA
59,2019-07-11 11:50:40,"ESALQ","ESA","67431","S","Plantae","Magnoliophyta",NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Soland.","Coffani-Nunes, J.V.",2007,"06","28",NA,"Câmara, P.S. ; Coelho, L.","242",NA,1997,"08","08",NA,NA,NA,"Brasil","Rio de Janeiro","Angra dos Reis",NA,-44.3180999755859,-23.0067005157471,32988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ESA067431","auto"
60,2019-07-11 11:50:40,"ESALQ","ESA","115265","S","Plantae","Magnoliophyta",NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta",NA,"Duarte, M.M.",NA,NA,NA,NA,"Meirelles, J.","530",NA,2011,"04","15",NA,NA,NA,"Brasil","Espírito Santo","Linhares",NA,-40.0722007751465,-19.3910999298096,48094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ESA115265","auto"
61,2019-07-11 11:50:40,"ESALQ","ESA","22447","S","Plantae","Magnoliophyta",NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Soland.","Wanderley, M.G.L.",2006,"04","10",NA,"Miyagi, P.H. et al.","118",NA,1994,"09","06",NA,NA,NA,"Brasil","São Paulo","Cananéia",NA,-47.9199981689453,-25.0100002288818,37574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ESA022447","auto"
62,2019-07-11 11:50:40,"ESALQ","ESA","28753","S","Plantae","Magnoliophyta",NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Solander","Moura, R.",NA,NA,NA,NA,"Ivanauskas, N.M.","242",NA,1995,"06","21",NA,NA,NA,"Brasil","São Paulo","Pariquera-Açu",NA,-47.8800010681152,-24.7099990844727,17990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ESA028753","auto"
63,2019-07-11 11:50:40,"ESALQ","ESA","79951","S","Plantae","Magnoliophyta",NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta",NA,NA,NA,NA,NA,NA,"Forster, W. et al.","500",NA,2000,"04","22",NA,NA,NA,"Brasil","São Paulo","São Sebastião",NA,-45.4099998474121,-23.7600002288818,41977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ESA079951","auto"
64,2019-07-11 11:50:40,"ESALQ","ESA","104958","S","Plantae","Magnoliophyta",NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta",NA,"Rando, J.G.",NA,NA,NA,NA,"Rando, J.G.","209",NA,2006,"04","08",NA,NA,NA,"Brasil","Espírito Santo","Linhares",NA,-40.0722007751465,-19.3910999298096,48094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ESA104958","auto"
65,2019-07-11 11:50:40,"ESALQ","ESA","95250","S","Plantae","Magnoliophyta",NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol.","Forster, W.",NA,NA,NA,NA,"Braidotti, J.C. et al.","145",NA,2005,"03","31",NA,NA,NA,"Brasil","São Paulo","Cananéia",NA,-47.9199981689453,-25.0100002288818,37574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ESA095250","auto"
66,2019-07-11 11:50:40,"ESALQ","ESA","21022","S","Plantae","Magnoliophyta",NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta",NA,NA,NA,NA,NA,NA,"Miyagi, P.H. et al.","115",NA,1994,"09","06",NA,NA,NA,"Brasil","São Paulo","Cananéia",NA,-47.9199981689453,-25.0100002288818,37574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ESA021022","auto"
67,2019-07-11 11:50:40,"ESALQ","ESA","26705","S","Plantae","Magnoliophyta",NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Solander","Ogawa, K.",NA,NA,NA,NA,"Rodrigues, R.R. et al.","131",NA,1995,"09","02",NA,NA,NA,"Brasil","São Paulo","Eldorado",NA,-48.0999984741211,-24.5200004577637,38804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ESA026705","auto"
68,2019-07-11 11:50:40,"ESALQ","ESA","28754","S","Plantae","Magnoliophyta",NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Soland.","Coffani-Nunes, J.V.",2011,"12","16",NA,"Ivanauskas, N.M.","310",NA,1995,"08","24",NA,NA,NA,"Brasil","São Paulo","Pariquera-Açu",NA,-47.8800010681152,-24.7099990844727,17990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ESA028754","auto"
69,2019-07-11 11:50:40,"ESALQ","ESA","32242","S","Plantae","Magnoliophyta",NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Solander","Borba, E.L.",NA,NA,NA,NA,"Leitão Filho, H.F. et al.","34306",NA,1996,"02","05",NA,NA,NA,"Brasil","São Paulo","Ubatuba",NA,-45.0699996948242,-23.4300003051758,34265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ESA032242","auto"
70,2019-07-11 11:50:40,"ESALQ","ESA","71562","S","Plantae","Magnoliophyta",NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Solander","Moura, R.",NA,NA,NA,NA,"Bertoncini, A.P. et al.","713",NA,1996,"12","11",NA,NA,NA,"Brasil","São Paulo","Cunha",NA,-44.9599990844727,-23.0699996948242,38855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ESA071562","auto"
71,2019-07-11 11:50:40,"ESALQ","ESA","25808","S","Plantae","Magnoliophyta",NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol.","Ogawa, K.",1998,"02",NA,NA,"Souza, V.C.; Rodrigues, R.R.; Arzolla, F.A.R.P.; Ivanauskas, N.M.; Souza, J.P.; Scalon, V.R.; Farah, F.T.; Mazine, F.F.; Sanches, I.D.; Paiva, G.A.; L.M.Campos, Dias, A.S.; V.Pereira, Cordeiro, L.E.; Rodrigues, A.G.; Guskuma, M.","9079",NA,1995,"09","04",NA,NA,NA,"Brasil","São Paulo","Eldorado",NA,-48.0999984741211,-24.5200004577637,38804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ESA025808","auto"
72,2019-07-11 11:50:40,"ESALQ","ESA","28755","S","Plantae","Magnoliophyta",NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Solander","Moura, R.",NA,NA,NA,NA,"Ivanauskas, N.M.","431",NA,1995,"09","28",NA,NA,NA,"Brasil","São Paulo","Pariquera-Açu",NA,-47.8800010681152,-24.7099990844727,17990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ESA028755","auto"
73,2019-07-11 13:03:00,"ESALQ","ESA","134791","S","Plantae",NA,NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta",NA,"Souza, V.C.",2015,"09","12",NA,"Souza, V.C.; Flores, T.B.; Colletta, G.D.; Coelho, R.L.G.; Toledo, C.A.P.T.; Silva-Filho, A.A.; Ramos, B.A.; Nascimento, M.S.; Antonio, P.E.; Brito, T.R.O.","39586",NA,2015,"09","11",NA,NA,NA,"Brasil","Rio de Janeiro","Parati","Parque Nacional da Serra da Bocaina. Arredores da Pedra da Macela.",-44.7131004333496,-23.2178001403809,34470,NA,1450,1450,NA,NA,NA,NA,NA,NA,NA,NA,"Epífita; brácteas frutíferas verdes.","ESA134791","auto"
74,2019-07-11 11:50:40,"ESALQ","ESA","7613","S","Plantae","Magnoliophyta",NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol.","Ogawa, K.",NA,NA,NA,NA,"Gaspari, J.W.",NA,NA,1991,"01","01",NA,NA,NA,"Brasil","São Paulo","São Paulo",NA,-46.6300010681152,-23.5400009155273,53584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ESA007613","auto"
75,2019-07-11 11:50:40,"ESALQ","ESA","32246","S","Plantae","Magnoliophyta",NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Solander","Borba, E.L.",NA,NA,NA,NA,"Leitão Filho, H.F. et al.","34304",NA,1996,"02","01",NA,NA,NA,"Brasil","São Paulo","Ubatuba",NA,-45.0699996948242,-23.4300003051758,34265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ESA032246","auto"
76,2019-07-11 11:50:40,"ESALQ","ESA","32247","S","Plantae","Magnoliophyta",NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Solander","Borba, E.L.",NA,NA,NA,NA,"Leitão Filho, H.F. et al.","34305",NA,1996,"02","01",NA,NA,NA,"Brasil","São Paulo","Ubatuba",NA,-45.0699996948242,-23.4300003051758,34265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ESA032247","auto"
77,2019-07-11 13:06:27,"ESALQ","ESA","84591","S","Plantae","Magnoliophyta",NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Soland.","Coffani-Nunes, J.V.",2007,"06","28",NA,"Aguiar, A.C.; Silva, R.R.; Pereira, Z.V.; Cerqueira, R.M.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Paula-Souza, J.; Muniz, M.","111a",NA,2003,"04","15",NA,NA,NA,"Brasil","São Paulo","Ribeirão Grande","BLOQUEADO",-48.3600006103516,-24.0900001525879,25028,NA,710,710,NA,NA,NA,NA,NA,NA,NA,NA,"Epífita a 3m alt.Frutos verdes escuro, brácteas verdes claras","ESA084591","auto"
78,2019-07-11 11:50:40,"ESALQ","ESA","83992","S","Plantae","Magnoliophyta",NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Solander",NA,NA,NA,NA,NA,"Mirranda, E.B. et al.","429",NA,2000,"05","13",NA,NA,NA,"Brasil","Bahia","Abaíra",NA,-41.6636009216309,-13.2496995925903,26531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ESA083992","auto"
79,2019-07-11 13:03:00,"ESALQ","ESA","140920","S","Plantae",NA,NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol.","Romanini, R.",2017,"06","02",NA,"Andrade, R.C.; Koch, I.; Rodrigues, R.R.; Souza, V.C; Brito, A.C.S.; Cardinelli; L.S.; Le Bourlegat, J.M.G.; Zaniratto, C.P.","R147",NA,2017,"04","25",NA,NA,NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Complexo Guandú do Sapê, Trilha da Mata, Pista de Reação, perto do Paiol",-43.1609,-22.7801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Epífita, 10 cm, inflorescência seca","ESA140920",NA
80,2019-07-11 13:06:27,"ESALQ","ESA","131364","S","Plantae","Magnoliophyta",NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol.","Forster, W.",2013,NA,NA,NA,"Souza, V.C.; Caliari, C.P.; Coelho, R.L.G.; Colletta, G.D.; Barroso, R.M.; Martins, C.H.C.","36567",NA,2013,"02","22",NA,NA,NA,"Brasil","São Paulo","São José dos Campos","Fragmento 27 (TAV). Floresta Ciliar em área de contato Floresta Estacional Semidecidual / Floresta Ombrófila Densa.",-23.1227,-45.833,NA,NA,547,547,NA,NA,NA,NA,NA,NA,NA,NA,"Epífita","ESA131364",NA
81,2019-07-11 13:06:27,"ESALQ","ESA","125456","S","Plantae","Magnoliophyta",NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta",NA,"Forster, W.",2013,"04","12",NA,"Kuntz, J.","930",NA,2013,"03","26",NA,NA,NA,"Brasil","São Paulo","Tapiraí","Reserva Particular da Votorantim (CBA). UHE da Barra, trilha da caixa d'água para vila de moradores.",-47.314895,-24.025057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Epífita com inflorescência passada.","ESA125456",NA
82,2019-07-29 19:06:58,"MN","R","215823","S","Plantae",NA,NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol.",NA,NA,NA,NA,NA,"T.S. Coser","515",NA,2012,"01","19",NA,NA,NA,"Brasil","Espirito Santo","Presidente Kennedy",NA,-40.9741121437401,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R010009904",NA
83,2019-07-29 19:06:58,"MN","R","215476","S","Plantae",NA,NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol.","Neves, B.",2012,"10","02",NA,"Neves, B.; Uribbe, F.P.","75",NA,2012,"10","19",NA,NA,NA,"Brasil","São Paulo","São Paulo","Emburá do Alto",-46.746083,-23.98995,NA,NA,828,828,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R010009873",NA
84,2019-07-29 19:06:58,"MN","R","215828","S","Plantae",NA,NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol.",NA,NA,NA,NA,NA,"T.S. Coser; A, L.M. Coser; N.A. Coser-Flor ; R.C. Tacques","454",NA,2011,"06","04",NA,NA,NA,"Brasil","Espirito Santo","Linhares",NA,-39.966669,-19.441389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R010009905",NA
85,2019-07-29 20:46:55,"UFPI","TEPB","21379","PreservedSpecimen","Plantae",NA,NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Soland.","M. G. L. Wanderley",NA,NA,NA,NA,"G.M.Sousa","482",NA,2001,"03","13",NA,NA,NA,"Brasil","Rio de Janeiro","Carapebús","Parque Nacional da Restinga de Jurubatiba. Próximo a lagoa de Carapabeús",-41.593611,-22.226667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Epifita. Folhas verde-acinzentada. Escapo pink.Bractea floral pink. Flores com sépalas rosadas e pétalas roxas. Ambiente: Restinga Arbustiva aberta",NA,NA
86,2019-07-29 16:47:12,"UFPI","TEPB","21380","PreservedSpecimen","Plantae",NA,NA,NA,"Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Soland.","M. G. L. Wanderley",2005,"04","15",NA,"G.M.Sousa","460",NA,2001,"03","05",NA,NA,NA,"Brasil","Espírito Santo","Setiba","Parque Estadual Paulo Cesar Vinha.Próxima ao anel da Rodovia do Sol, 15Km depois de Guarapari, a 500m do pedágio",-40.394167,-20.545556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Epífita.Folhas verde-acinzentadas. Inflorescência rosada. Bractea floral rósea.Em botão. Ambiente: Restinga arbustiva arbórea com formação de moitas.",NA,NA
87,2015-07-02 17:01:17,"JBP","HPL","2224","S","Plantae",NA,NA,NA,"Bromeliaceae","Tillandsia","cf. stricta",NA,"Tillandsia cf. stricta","Lindl.","E.R. Salviani & H. Lorenzi",2000,"02","16",NA,"E.R. Salviani & H. Lorenzi","1148",NA,2000,"02","16",NA,NA,NA,"Brasil","RJ","Rio de Janeiro","Coletada no Sítio R. Burle Marx.",-43.2075,-22.9028,57442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"auto"
88,2019-08-27 16:25:16,"IAP","PACA-AGP","115336","PreservedSpecimen","Plantae","Magnoliophyta","Liliatae","Bromeliales","Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol.","M.L. Paz, V. Graeff, M.F. Parode & V.R.P da Silva",2014,"09","30",NA,"M. L. Paz","8",NA,2014,"09","23",NA,NA,NA,"Brasil","RS","Palmares do Sul","Fazenda Marcelina",-50.3447,-30.37045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Habitat: Epifitico","PACA115336",NA
89,2019-08-27 16:25:16,"IAP","PACA-AGP","115475","PreservedSpecimen","Plantae","Magnoliophyta","Liliatae","Bromeliales","Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol.","Rossado, A.",2016,"07","11",NA,"Rocha, L.D.","131",NA,2011,"11","23",NA,NA,NA,"Brasil","RS","Campo Bom","trecho inferior do Rio dos Sinos",-51.059722,-29.681667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Habitat: epífito","PACA115475",NA
90,2019-08-27 16:25:16,"IAP","PACA-AGP","115479","PreservedSpecimen","Plantae","Magnoliophyta","Liliatae","Bromeliales","Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol.","Büneker, H.M.",2018,"06","08",NA,"Rocha, L.D.","92",NA,2012,"09","15",NA,NA,NA,"Brasil","RS","Caraá","nascente do Rio dos Sinos",-50.291056,-29.706944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Habitat: epífito","PACA115479",NA
91,2019-08-27 16:25:16,"IAP","PACA-AGP","115481","PreservedSpecimen","Plantae","Magnoliophyta","Liliatae","Bromeliales","Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol.","Caldas, J.",2012,"12","15",NA,"Rocha, L.D.","238",NA,2012,"12","15",NA,NA,NA,"Brasil","RS","Caraá","nascente do Rio dos Sinos",-50.291056,-29.706944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Habitat: epífito","PACA115481",NA
92,2019-08-27 16:25:16,"IAP","PACA-AGP","115483.1","PreservedSpecimen","Plantae","Magnoliophyta","Liliatae","Bromeliales","Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol.","Rossado, A.",2016,"07","11",NA,"Rocha, L.D.","145",NA,2012,"10","19",NA,NA,NA,"Brasil","RS","Taquara","Trecho Médio do Rio dos Sinos",-50.765833,-29.679667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Estava junto com outro material (115483) Habitat: Epífito","PACA115483-1",NA
93,2019-08-27 16:25:16,"IAP","PACA-AGP","115485","PreservedSpecimen","Plantae","Magnoliophyta","Liliatae","Bromeliales","Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol.","Caldas, J.",2012,"10","19",NA,"Rocha, L.D.","150",NA,2012,"10","19",NA,NA,NA,"Brasil","RS","Taquara","trecho médio do Rio dos Sinos",-50.765833,-29.679667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Habitat: epífito","PACA115485",NA
94,2019-08-27 16:25:16,"IAP","PACA-AGP","115518.1","PreservedSpecimen","Plantae","Magnoliophyta","Liliatae","Bromeliales","Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol.","Rossado, A.",2016,"07","11",NA,"Rocha, L.D.","100",NA,2012,"09","15",NA,NA,NA,"Brasil","RS","Caraá","Nascente do Rio dos Sinos",-50.291056,-29.706944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Estava junto com outro material (115518) Habitat: Epífito","PACA115518-1",NA
95,2019-08-27 16:25:16,"IAP","PACA-AGP","117831","PreservedSpecimen","Plantae","Magnoliophyta","Liliatae","Bromeliales","Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol.","Büneker, H.M.",2018,"06","08",NA,"Cunha, S.",NA,NA,2012,"01","21",NA,NA,NA,"Brasil","RS","Três Cachoeiras",NA,-49.913158,-29.417928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hábito: epífita","PACA117831",NA
96,2019-08-27 16:25:16,"IAP","PACA-AGP","109156","PreservedSpecimen","Plantae","Magnoliophyta","Liliatae","Bromeliales","Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol.","M.G.Staudt et al",2011,"06",NA,NA,"Marchioretto, M. S.",NA,NA,2011,"01","07",NA,NA,NA,"Brasil","RS","Arroio do Sal","Rondinha, Parque Tupancy",-49.8889007568359,-29.551399230957,15157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Habitat: floresta de restinga Hábito: epífita","PACA109156","auto"
97,2019-08-27 16:25:16,"IAP","PACA-AGP","109169","PreservedSpecimen","Plantae","Magnoliophyta","Liliatae","Bromeliales","Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol.","A.P.U.Lippert et al",2011,"08",NA,NA,"A.P.U.Lippert et al",NA,NA,2011,"04","07",NA,NA,NA,"Brasil","RS","Arroio do Sal","Rondinha, Parque Tupancy",-49.8889007568359,-29.551399230957,15157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Habitat: floresta de restinga Hábito: epífita","PACA109169","auto"
98,2019-08-27 16:25:16,"IAP","PACA-AGP","109168","PreservedSpecimen","Plantae","Magnoliophyta","Liliatae","Bromeliales","Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol.","A.P.U.Lippert et al",2011,"08",NA,NA,"A.P.U.Lippert et al",NA,NA,2011,"04","07",NA,NA,NA,"Brasil","RS","Arroio do Sal","Rondinha, Parque Tupancy",-49.8889007568359,-29.551399230957,15157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Habitat: floresta de restinga Hábito: epífita","PACA109168","auto"
99,2019-08-27 16:25:16,"IAP","PACA-AGP","109158","PreservedSpecimen","Plantae","Magnoliophyta","Liliatae","Bromeliales","Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol.","M.G.Staudt et al",2011,"06",NA,NA,"M.S.Marchioretto et al",NA,NA,2011,"01","07",NA,NA,NA,"Brasil","RS","Arroio do Sal","Rondinha, Parque Tupancy",-49.8889007568359,-29.551399230957,15157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Habitat: floresta de restinga Hábito: epífita","PACA109158","auto"
100,2019-08-27 16:25:16,"IAP","PACA-AGP","109159","PreservedSpecimen","Plantae","Magnoliophyta","Liliatae","Bromeliales","Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol.","M.G.Staudt et. Al",NA,NA,NA,NA,"M.S.Marchioretto et al",NA,NA,2011,"01","07",NA,NA,NA,"Brasil","RS","Arroio do Sal","Rondinha, Parque Tupancy",-49.8889007568359,-29.551399230957,15157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Habitat: floresta de restinga Hábito: epífita","PACA109159","auto"
101,2019-08-27 16:25:16,"IAP","PACA-AGP","74290","PreservedSpecimen","Plantae","Magnoliophyta","Liliatae","Bromeliales","Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol.","I. Fernandes",NA,NA,NA,NA,"I. Fernandes","805",NA,1989,"12","13",NA,NA,NA,"Brasil","RS","Bage","Casa de Pedra",-54.1068992614746,-31.3313999176025,74087,NA,280,280,NA,NA,NA,NA,NA,NA,NA,NA,"Brácteas róseas, pétalas lilases. Habitat: Na base dos rochedos. Fenofase: flor Hábito: epífito Ecossistema: Campos Sulinos","PACA074290","auto"
102,2019-08-27 16:25:16,"IAP","PACA-AGP","8808","PreservedSpecimen","Plantae","Magnoliophyta","Liliatae","Bromeliales","Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol.","Emrich-Rambo",1954,"05","18",NA,"Rambo, B.",NA,NA,1942,"01","15",NA,NA,NA,"Brasil","RS","Bom Jesus","Arroio Cap. Grande",-50.4166984558105,-28.6678009033203,55856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Habitat: In silva campestri ad arbores. Fenofase: flor","PACA008808","auto"
103,2019-08-27 16:25:16,"IAP","PACA-AGP","92367","PreservedSpecimen","Plantae","Magnoliophyta","Liliatae","Bromeliales","Bromeliaceae","Tillandsia","stricta",NA,"Tillandsia stricta","Sol.","M. Haussen",NA,NA,NA,NA,"M. Haussen",NA,NA,1986,"12","10",NA,NA,NA,"Brasil","RS","Caçapava do Sul","Estrada pra Minas do Camaquã.",-53.4914016723633,-30.5121994018555,50525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brácteas verdes. Freqüentes. HASU 776. Habitat: Em mata de galeria. Hábito: erva epífita","PACA092367","auto"
